county,date,year,month,confirmed_cases,rainfall_mm,temp_mean_c,humidity_pct,cases_lag_1,cases_lag_2,cases_lag_3,rainfall_3m_avg,temp_3m_avg,humidity_3m_avg,season,season_Dry,season_Long_Rains,season_Short_Rains,risk_level
Kakamega,2016-03-01,2016,3,278,346.8,27.3,82.5,112.0,136.0,229.0,143.0666666666667,27.2,70.16666666666667,Long_Rains,False,True,False,Medium
Kakamega,2016-04-01,2016,4,278,294.1,23.1,86.5,278.0,112.0,136.0,222.4666666666667,25.7,76.43333333333334,Long_Rains,False,True,False,Medium
Kakamega,2016-05-01,2016,5,262,322.5,25.3,81.0,278.0,278.0,112.0,321.1333333333334,25.233333333333334,83.33333333333333,Long_Rains,False,True,False,Medium
Kakamega,2016-06-01,2016,6,128,37.1,21.9,69.1,262.0,278.0,278.0,217.9,23.433333333333334,78.86666666666666,Dry,True,False,False,Low
Kakamega,2016-07-01,2016,7,119,16.8,20.0,59.8,128.0,262.0,278.0,125.46666666666665,22.400000000000002,69.96666666666668,Dry,True,False,False,Low
Kakamega,2016-08-01,2016,8,162,16.7,20.4,50.8,119.0,128.0,262.0,23.53333333333333,20.766666666666666,59.900000000000006,Dry,True,False,False,Low
Kakamega,2016-09-01,2016,9,101,20.4,23.1,60.3,162.0,119.0,128.0,17.966666666666665,21.166666666666668,56.96666666666667,Dry,True,False,False,Low
Kakamega,2016-10-01,2016,10,208,135.4,25.7,76.8,101.0,162.0,119.0,57.5,23.066666666666663,62.63333333333333,Short_Rains,False,False,True,Medium
Kakamega,2016-11-01,2016,11,347,108.5,23.8,79.2,208.0,101.0,162.0,88.10000000000001,24.200000000000003,72.10000000000001,Short_Rains,False,False,True,Medium
Kakamega,2016-12-01,2016,12,374,226.6,24.9,72.2,347.0,208.0,101.0,156.83333333333334,24.799999999999997,76.06666666666668,Short_Rains,False,False,True,High
Kakamega,2017-01-01,2017,1,121,12.2,27.8,62.9,374.0,347.0,208.0,115.76666666666667,25.5,71.43333333333335,Dry,True,False,False,Low
Kakamega,2017-02-01,2017,2,122,54.6,27.6,62.9,121.0,374.0,347.0,97.8,26.76666666666667,66.0,Dry,True,False,False,Low
Kakamega,2017-03-01,2017,3,427,235.1,27.8,77.8,122.0,121.0,374.0,100.63333333333333,27.733333333333334,67.86666666666667,Long_Rains,False,True,False,High
Kakamega,2017-04-01,2017,4,333,173.1,24.5,77.7,427.0,122.0,121.0,154.26666666666668,26.633333333333336,72.8,Long_Rains,False,True,False,Medium
Kakamega,2017-05-01,2017,5,331,246.0,23.6,88.6,333.0,427.0,122.0,218.0666666666667,25.3,81.36666666666666,Long_Rains,False,True,False,Medium
Kakamega,2017-06-01,2017,6,103,13.9,21.9,52.8,331.0,333.0,427.0,144.33333333333334,23.333333333333332,73.03333333333335,Dry,True,False,False,Low
Kakamega,2017-07-01,2017,7,186,21.1,22.0,53.5,103.0,331.0,333.0,93.66666666666667,22.5,64.96666666666668,Dry,True,False,False,Low
Kakamega,2017-08-01,2017,8,112,46.6,20.4,56.1,186.0,103.0,331.0,27.200000000000006,21.433333333333334,54.13333333333333,Dry,True,False,False,Low
Kakamega,2017-09-01,2017,9,165,31.5,23.6,53.0,112.0,186.0,103.0,33.06666666666667,22.0,54.20000000000001,Dry,True,False,False,Low
Kakamega,2017-10-01,2017,10,256,155.4,25.0,85.9,165.0,112.0,186.0,77.83333333333334,23.0,65.00000000000001,Short_Rains,False,False,True,Medium
Kakamega,2017-11-01,2017,11,206,174.8,23.2,86.5,256.0,165.0,112.0,120.56666666666668,23.933333333333334,75.13333333333334,Short_Rains,False,False,True,Medium
Kakamega,2017-12-01,2017,12,322,241.0,24.3,80.2,206.0,256.0,165.0,190.4,24.166666666666668,84.2,Short_Rains,False,False,True,Medium
Kakamega,2018-01-01,2018,1,173,28.6,26.2,60.1,322.0,206.0,256.0,148.13333333333335,24.566666666666666,75.60000000000001,Dry,True,False,False,Low
Kakamega,2018-02-01,2018,2,165,35.8,26.8,66.7,173.0,322.0,206.0,101.8,25.766666666666666,69.00000000000001,Dry,True,False,False,Low
Kakamega,2018-03-01,2018,3,427,175.9,27.5,92.8,165.0,173.0,322.0,80.10000000000001,26.833333333333332,73.2,Long_Rains,False,True,False,High
Kakamega,2018-04-01,2018,4,248,265.7,24.3,86.1,427.0,165.0,173.0,159.13333333333335,26.2,81.86666666666667,Long_Rains,False,True,False,Medium
Kakamega,2018-05-01,2018,5,402,175.8,23.2,91.3,248.0,427.0,165.0,205.80000000000004,25.0,90.06666666666666,Long_Rains,False,True,False,High
Kakamega,2018-06-01,2018,6,71,46.6,21.7,50.5,402.0,248.0,427.0,162.70000000000002,23.066666666666666,75.96666666666665,Dry,True,False,False,Low
Kakamega,2018-07-01,2018,7,120,46.9,21.5,54.5,71.0,402.0,248.0,89.76666666666667,22.133333333333336,65.43333333333334,Dry,True,False,False,Low
Kakamega,2018-08-01,2018,8,150,37.5,20.3,51.2,120.0,71.0,402.0,43.666666666666664,21.166666666666668,52.06666666666667,Dry,True,False,False,Low
Kakamega,2018-09-01,2018,9,113,18.2,23.2,54.3,150.0,120.0,71.0,34.2,21.666666666666668,53.333333333333336,Dry,True,False,False,Low
Kakamega,2018-10-01,2018,10,284,246.8,24.7,78.7,113.0,150.0,120.0,100.83333333333333,22.733333333333334,61.400000000000006,Short_Rains,False,False,True,Medium
Kakamega,2018-11-01,2018,11,258,232.0,25.3,81.5,284.0,113.0,150.0,165.66666666666666,24.400000000000002,71.5,Short_Rains,False,False,True,Medium
Kakamega,2018-12-01,2018,12,201,198.2,24.8,85.1,258.0,284.0,113.0,225.66666666666666,24.933333333333334,81.76666666666667,Short_Rains,False,False,True,Low
Kakamega,2019-01-01,2019,1,179,48.5,27.5,54.8,201.0,258.0,284.0,159.56666666666666,25.866666666666664,73.80000000000001,Dry,True,False,False,Low
Kakamega,2019-02-01,2019,2,125,59.6,27.9,68.5,179.0,201.0,258.0,102.10000000000001,26.733333333333334,69.46666666666668,Dry,True,False,False,Low
Kakamega,2019-03-01,2019,3,355,154.2,26.6,84.7,125.0,179.0,201.0,87.43333333333332,27.333333333333332,69.33333333333333,Long_Rains,False,True,False,Medium
Kakamega,2019-04-01,2019,4,330,348.4,23.8,91.9,355.0,125.0,179.0,187.39999999999998,26.100000000000005,81.7,Long_Rains,False,True,False,Medium
Kakamega,2019-05-01,2019,5,457,268.3,25.6,89.0,330.0,355.0,125.0,256.96666666666664,25.333333333333332,88.53333333333335,Long_Rains,False,True,False,High
Kakamega,2019-06-01,2019,6,143,49.5,20.6,50.4,457.0,330.0,355.0,222.0666666666667,23.333333333333332,77.10000000000001,Dry,True,False,False,Low
Kakamega,2019-07-01,2019,7,127,36.4,22.0,67.3,143.0,457.0,330.0,118.06666666666666,22.733333333333334,68.9,Dry,True,False,False,Low
Kakamega,2019-08-01,2019,8,112,55.6,20.4,68.5,127.0,143.0,457.0,47.166666666666664,21.0,62.06666666666667,Dry,True,False,False,Low
Kakamega,2019-09-01,2019,9,151,37.1,25.0,51.9,112.0,127.0,143.0,43.03333333333333,22.46666666666667,62.56666666666667,Dry,True,False,False,Low
Kakamega,2019-10-01,2019,10,332,178.1,25.7,74.9,151.0,112.0,127.0,90.26666666666665,23.7,65.10000000000001,Short_Rains,False,False,True,Medium
Kakamega,2019-11-01,2019,11,265,123.0,24.4,78.4,332.0,151.0,112.0,112.73333333333333,25.03333333333333,68.40000000000002,Short_Rains,False,False,True,Medium
Kakamega,2019-12-01,2019,12,331,139.1,25.2,88.1,265.0,332.0,151.0,146.73333333333332,25.099999999999998,80.46666666666668,Short_Rains,False,False,True,Medium
Kakamega,2020-01-01,2020,1,160,44.5,26.2,63.5,331.0,265.0,332.0,102.2,25.266666666666666,76.66666666666667,Dry,True,False,False,Low
Kakamega,2020-02-01,2020,2,147,51.6,26.4,69.3,160.0,331.0,265.0,78.39999999999999,25.933333333333334,73.63333333333334,Dry,True,False,False,Low
Kakamega,2020-03-01,2020,3,300,272.7,26.9,92.7,147.0,160.0,331.0,122.93333333333332,26.5,75.16666666666667,Long_Rains,False,True,False,Medium
Kakamega,2020-04-01,2020,4,401,192.2,25.7,78.2,300.0,147.0,160.0,172.16666666666666,26.333333333333332,80.06666666666668,Long_Rains,False,True,False,High
Kakamega,2020-05-01,2020,5,317,216.7,25.9,81.6,401.0,300.0,147.0,227.19999999999996,26.166666666666668,84.16666666666667,Long_Rains,False,True,False,Medium
Kakamega,2020-06-01,2020,6,155,39.1,20.5,62.0,317.0,401.0,300.0,149.33333333333334,24.03333333333333,73.93333333333334,Dry,True,False,False,Low
Kakamega,2020-07-01,2020,7,103,30.8,22.0,58.8,155.0,317.0,401.0,95.53333333333332,22.8,67.46666666666668,Dry,True,False,False,Low
Kakamega,2020-08-01,2020,8,153,21.5,22.0,62.8,103.0,155.0,317.0,30.46666666666667,21.5,61.20000000000001,Dry,True,False,False,Low
Kakamega,2020-09-01,2020,9,95,14.5,25.9,57.7,153.0,103.0,155.0,22.266666666666666,23.3,59.76666666666667,Dry,True,False,False,Low
Kakamega,2020-10-01,2020,10,302,249.5,25.5,81.5,95.0,153.0,103.0,95.16666666666667,24.46666666666667,67.33333333333334,Short_Rains,False,False,True,Medium
Kakamega,2020-11-01,2020,11,231,127.1,24.7,76.5,302.0,95.0,153.0,130.36666666666667,25.366666666666664,71.90000000000002,Short_Rains,False,False,True,Medium
Kakamega,2020-12-01,2020,12,361,248.7,23.5,70.2,231.0,302.0,95.0,208.4333333333333,24.566666666666666,76.06666666666668,Short_Rains,False,False,True,High
Kakamega,2021-01-01,2021,1,199,11.2,27.4,66.8,361.0,231.0,302.0,129.0,25.2,71.16666666666667,Dry,True,False,False,Low
Kakamega,2021-02-01,2021,2,151,17.9,26.7,55.4,199.0,361.0,231.0,92.59999999999998,25.866666666666664,64.13333333333334,Dry,True,False,False,Low
Kakamega,2021-03-01,2021,3,360,333.2,27.6,89.9,151.0,199.0,361.0,120.76666666666665,27.23333333333333,70.7,Long_Rains,False,True,False,High
Kakamega,2021-04-01,2021,4,359,161.8,23.2,91.7,360.0,151.0,199.0,170.9666666666667,25.833333333333332,79.00000000000001,Long_Rains,False,True,False,High
Kakamega,2021-05-01,2021,5,306,223.3,24.3,82.5,359.0,360.0,151.0,239.4333333333333,25.03333333333333,88.03333333333335,Long_Rains,False,True,False,Medium
Kakamega,2021-06-01,2021,6,197,14.2,21.7,55.5,306.0,359.0,360.0,133.1,23.066666666666666,76.56666666666668,Dry,True,False,False,Low
Kakamega,2021-07-01,2021,7,116,11.8,21.6,51.9,197.0,306.0,359.0,83.10000000000001,22.53333333333333,63.30000000000002,Dry,True,False,False,Low
Kakamega,2021-08-01,2021,8,137,10.6,21.3,53.5,116.0,197.0,306.0,12.200000000000001,21.53333333333333,53.63333333333335,Dry,True,False,False,Low
Kakamega,2021-09-01,2021,9,122,59.9,24.0,55.2,137.0,116.0,197.0,27.433333333333334,22.3,53.53333333333335,Dry,True,False,False,Low
Kakamega,2021-10-01,2021,10,359,221.6,25.7,85.9,122.0,137.0,116.0,97.36666666666667,23.666666666666668,64.86666666666669,Short_Rains,False,False,True,High
Kakamega,2021-11-01,2021,11,330,191.9,25.5,89.8,359.0,122.0,137.0,157.79999999999998,25.066666666666666,76.96666666666668,Short_Rains,False,False,True,Medium
Kakamega,2021-12-01,2021,12,259,237.7,23.5,75.4,330.0,359.0,122.0,217.0666666666667,24.900000000000002,83.70000000000003,Short_Rains,False,False,True,Medium
Kakamega,2022-01-01,2022,1,172,48.3,27.3,51.5,259.0,330.0,359.0,159.29999999999998,25.433333333333334,72.23333333333335,Dry,True,False,False,Low
Kakamega,2022-02-01,2022,2,116,58.5,26.1,50.2,172.0,259.0,330.0,114.83333333333333,25.633333333333336,59.03333333333336,Dry,True,False,False,Low
Kakamega,2022-03-01,2022,3,413,168.0,26.2,94.0,116.0,172.0,259.0,91.60000000000001,26.53333333333333,65.23333333333335,Long_Rains,False,True,False,High
Kakamega,2022-04-01,2022,4,459,179.8,23.5,87.7,413.0,116.0,172.0,135.43333333333334,25.266666666666666,77.30000000000003,Long_Rains,False,True,False,High
Kakamega,2022-05-01,2022,5,315,261.1,23.6,88.7,459.0,413.0,116.0,202.9666666666667,24.433333333333334,90.13333333333334,Long_Rains,False,True,False,Medium
Kakamega,2022-06-01,2022,6,166,31.4,21.9,51.8,315.0,459.0,413.0,157.43333333333334,23.0,76.06666666666668,Dry,True,False,False,Low
Kakamega,2022-07-01,2022,7,148,45.8,21.0,66.8,166.0,315.0,459.0,112.76666666666667,22.166666666666668,69.10000000000002,Dry,True,False,False,Low
Kakamega,2022-08-01,2022,8,137,13.7,21.0,62.5,148.0,166.0,315.0,30.299999999999997,21.3,60.36666666666668,Dry,True,False,False,Low
Kakamega,2022-09-01,2022,9,147,22.8,25.3,52.1,137.0,148.0,166.0,27.433333333333334,22.433333333333334,60.46666666666669,Dry,True,False,False,Low
Kakamega,2022-10-01,2022,10,254,200.2,24.2,75.5,147.0,137.0,148.0,78.89999999999999,23.5,63.36666666666668,Short_Rains,False,False,True,Medium
Kakamega,2022-11-01,2022,11,380,180.8,24.9,87.9,254.0,147.0,137.0,134.6,24.799999999999997,71.83333333333336,Short_Rains,False,False,True,High
Kakamega,2022-12-01,2022,12,341,197.5,23.6,76.8,380.0,254.0,147.0,192.83333333333334,24.233333333333334,80.06666666666668,Short_Rains,False,False,True,Medium
Kakamega,2023-01-01,2023,1,137,37.2,27.6,55.0,341.0,380.0,254.0,138.5,25.366666666666664,73.23333333333335,Dry,True,False,False,Low
Kakamega,2023-02-01,2023,2,137,37.9,27.0,59.3,137.0,341.0,380.0,90.86666666666667,26.066666666666666,63.70000000000002,Dry,True,False,False,Low
Kakamega,2023-03-01,2023,3,453,211.1,27.1,84.6,137.0,137.0,341.0,95.39999999999999,27.233333333333334,66.30000000000001,Long_Rains,False,True,False,High
Kakamega,2023-04-01,2023,4,509,159.7,24.2,92.6,453.0,137.0,137.0,136.23333333333332,26.100000000000005,78.83333333333336,Long_Rains,False,True,False,High
Kakamega,2023-05-01,2023,5,383,300.4,23.3,86.5,509.0,453.0,137.0,223.73333333333332,24.86666666666667,87.90000000000002,Long_Rains,False,True,False,High
Kakamega,2023-06-01,2023,6,114,30.1,20.5,55.6,383.0,509.0,453.0,163.4,22.666666666666668,78.23333333333336,Dry,True,False,False,Low
Kakamega,2023-07-01,2023,7,127,51.3,20.4,56.2,114.0,383.0,509.0,127.26666666666665,21.400000000000002,66.10000000000002,Dry,True,False,False,Low
Kakamega,2023-08-01,2023,8,147,38.4,21.4,57.0,127.0,114.0,383.0,39.93333333333333,20.766666666666666,56.26666666666669,Dry,True,False,False,Low
Kakamega,2023-09-01,2023,9,158,35.2,23.6,62.8,147.0,127.0,114.0,41.63333333333333,21.8,58.666666666666686,Dry,True,False,False,Low
Kakamega,2023-10-01,2023,10,298,117.4,25.0,86.9,158.0,147.0,127.0,63.666666666666664,23.333333333333332,68.90000000000002,Short_Rains,False,False,True,Medium
Kakamega,2023-11-01,2023,11,317,152.6,23.5,81.8,298.0,158.0,147.0,101.73333333333335,24.033333333333335,77.16666666666669,Short_Rains,False,False,True,Medium
Kakamega,2023-12-01,2023,12,262,233.6,23.3,89.6,317.0,298.0,158.0,167.86666666666665,23.933333333333334,86.10000000000002,Short_Rains,False,False,True,Medium
Kakamega,2024-01-01,2024,1,144,45.2,27.1,52.4,262.0,317.0,298.0,143.79999999999998,24.633333333333336,74.60000000000001,Dry,True,False,False,Low
Kakamega,2024-02-01,2024,2,226,14.6,27.4,69.4,144.0,262.0,317.0,97.8,25.933333333333334,70.46666666666668,Dry,True,False,False,Medium
Kakamega,2024-03-01,2024,3,407,241.2,27.0,77.5,226.0,144.0,262.0,100.33333333333333,27.166666666666668,66.43333333333335,Long_Rains,False,True,False,High
Kakamega,2024-04-01,2024,4,388,327.9,24.8,76.0,407.0,226.0,144.0,194.5666666666667,26.400000000000002,74.30000000000001,Long_Rains,False,True,False,High
Kakamega,2024-05-01,2024,5,456,226.0,24.3,82.1,388.0,407.0,226.0,265.0333333333333,25.366666666666664,78.53333333333335,Long_Rains,False,True,False,High
Kakamega,2024-06-01,2024,6,116,43.6,20.9,51.1,456.0,388.0,407.0,199.16666666666663,23.333333333333332,69.73333333333335,Dry,True,False,False,Low
Kakamega,2024-07-01,2024,7,158,13.8,20.2,65.4,116.0,456.0,388.0,94.46666666666665,21.8,66.20000000000002,Dry,True,False,False,Low
Kakamega,2024-08-01,2024,8,169,46.9,20.2,54.6,158.0,116.0,456.0,34.766666666666666,20.433333333333334,57.03333333333335,Dry,True,False,False,Low
Kakamega,2024-09-01,2024,9,130,21.5,24.1,53.0,169.0,158.0,116.0,27.399999999999995,21.5,57.666666666666686,Dry,True,False,False,Low
Kakamega,2024-10-01,2024,10,294,153.8,24.8,80.9,130.0,169.0,158.0,74.06666666666666,23.03333333333333,62.83333333333335,Short_Rains,False,False,True,Medium
Kakamega,2024-11-01,2024,11,273,128.9,25.9,81.1,294.0,130.0,169.0,101.39999999999999,24.933333333333334,71.66666666666669,Short_Rains,False,False,True,Medium
Kakamega,2024-12-01,2024,12,359,233.7,23.3,74.6,273.0,294.0,130.0,172.13333333333333,24.666666666666668,78.86666666666669,Short_Rains,False,False,True,High
Kiambu,2015-04-01,2015,4,61,340.4,21.2,88.2,64.0,51.0,27.0,173.29999999999998,22.566666666666666,71.56666666666666,Long_Rains,False,True,False,Medium
Kiambu,2015-05-01,2015,5,58,216.6,20.4,91.2,61.0,64.0,51.0,240.9333333333333,21.53333333333333,84.96666666666667,Long_Rains,False,True,False,Medium
Kiambu,2015-06-01,2015,6,35,56.9,17.0,59.3,58.0,61.0,64.0,204.63333333333333,19.53333333333333,79.56666666666666,Dry,True,False,False,Low
Kiambu,2015-07-01,2015,7,39,45.3,16.0,64.8,35.0,58.0,61.0,106.26666666666667,17.799999999999997,71.76666666666667,Dry,True,False,False,Low
Kiambu,2015-08-01,2015,8,33,52.3,17.4,64.1,39.0,35.0,58.0,51.5,16.8,62.73333333333333,Dry,True,False,False,Low
Kiambu,2015-09-01,2015,9,29,27.3,20.6,55.7,33.0,39.0,35.0,41.63333333333333,18.0,61.533333333333324,Dry,True,False,False,Low
Kiambu,2015-10-01,2015,10,54,125.3,20.5,71.1,29.0,33.0,39.0,68.3,19.5,63.633333333333326,Short_Rains,False,False,True,Medium
Kiambu,2015-11-01,2015,11,54,138.0,20.6,83.4,54.0,29.0,33.0,96.86666666666667,20.566666666666666,70.06666666666666,Short_Rains,False,False,True,Medium
Kiambu,2015-12-01,2015,12,53,191.1,20.1,88.0,54.0,54.0,29.0,151.46666666666667,20.400000000000002,80.83333333333333,Short_Rains,False,False,True,Medium
Kiambu,2016-01-01,2016,1,34,13.0,23.2,68.8,53.0,54.0,54.0,114.03333333333332,21.3,80.06666666666666,Dry,True,False,False,Low
Kiambu,2016-02-01,2016,2,30,27.8,22.1,52.6,34.0,53.0,54.0,77.3,21.8,69.8,Dry,True,False,False,Low
Kiambu,2016-03-01,2016,3,82,240.6,23.7,80.1,30.0,34.0,53.0,93.8,23.0,67.16666666666667,Long_Rains,False,True,False,Medium
Kiambu,2016-04-01,2016,4,95,181.4,19.2,81.4,82.0,30.0,34.0,149.9333333333333,21.666666666666668,71.36666666666666,Long_Rains,False,True,False,High
Kiambu,2016-05-01,2016,5,74,241.4,21.7,75.2,95.0,82.0,30.0,221.13333333333333,21.53333333333333,78.89999999999999,Long_Rains,False,True,False,Medium
Kiambu,2016-06-01,2016,6,43,39.3,16.1,51.2,74.0,95.0,82.0,154.03333333333333,19.0,69.26666666666667,Dry,True,False,False,Low
Kiambu,2016-07-01,2016,7,39,49.8,17.9,65.3,43.0,74.0,95.0,110.16666666666667,18.566666666666666,63.9,Dry,True,False,False,Low
Kiambu,2016-08-01,2016,8,32,35.5,17.2,59.7,39.0,43.0,74.0,41.533333333333324,17.066666666666666,58.73333333333333,Dry,True,False,False,Low
Kiambu,2016-09-01,2016,9,43,55.9,19.7,62.8,32.0,39.0,43.0,47.066666666666656,18.266666666666666,62.599999999999994,Dry,True,False,False,Low
Kiambu,2016-10-01,2016,10,38,169.3,19.7,81.0,43.0,32.0,39.0,86.89999999999999,18.866666666666667,67.83333333333333,Short_Rains,False,False,True,Low
Kiambu,2016-11-01,2016,11,63,102.2,21.5,89.7,38.0,43.0,32.0,109.13333333333333,20.3,77.83333333333333,Short_Rains,False,False,True,Medium
Kiambu,2016-12-01,2016,12,60,238.5,21.6,71.0,63.0,38.0,43.0,170.0,20.933333333333334,80.56666666666666,Short_Rains,False,False,True,Medium
Kiambu,2017-01-01,2017,1,29,39.7,23.3,69.6,60.0,63.0,38.0,126.79999999999997,22.133333333333336,76.76666666666667,Dry,True,False,False,Low
Kiambu,2017-02-01,2017,2,39,11.1,23.4,52.4,29.0,60.0,63.0,96.43333333333332,22.766666666666666,64.33333333333333,Dry,True,False,False,Low
Kiambu,2017-03-01,2017,3,83,259.2,23.2,91.5,39.0,29.0,60.0,103.33333333333331,23.3,71.16666666666667,Long_Rains,False,True,False,Medium
Kiambu,2017-04-01,2017,4,86,317.1,20.0,75.2,83.0,39.0,29.0,195.79999999999998,22.2,73.03333333333333,Long_Rains,False,True,False,High
Kiambu,2017-05-01,2017,5,90,231.6,21.1,84.1,86.0,83.0,39.0,269.3,21.433333333333334,83.6,Long_Rains,False,True,False,High
Kiambu,2017-06-01,2017,6,31,42.1,16.6,61.4,90.0,86.0,83.0,196.93333333333337,19.233333333333334,73.56666666666666,Dry,True,False,False,Low
Kiambu,2017-07-01,2017,7,38,12.9,17.3,58.7,31.0,90.0,86.0,95.53333333333332,18.333333333333332,68.06666666666666,Dry,True,False,False,Low
Kiambu,2017-08-01,2017,8,42,55.3,17.2,54.3,38.0,31.0,90.0,36.766666666666644,17.033333333333335,58.133333333333326,Dry,True,False,False,Low
Kiambu,2017-09-01,2017,9,31,33.5,20.0,63.9,42.0,38.0,31.0,33.89999999999998,18.166666666666668,58.96666666666666,Dry,True,False,False,Low
Kiambu,2017-10-01,2017,10,80,226.2,19.2,80.5,31.0,42.0,38.0,104.99999999999999,18.8,66.23333333333333,Short_Rains,False,False,True,Medium
Kiambu,2017-11-01,2017,11,71,226.3,20.7,82.6,80.0,31.0,42.0,161.99999999999997,19.966666666666665,75.66666666666666,Short_Rains,False,False,True,Medium
Kiambu,2017-12-01,2017,12,65,174.3,20.9,79.9,71.0,80.0,31.0,208.9333333333333,20.266666666666666,80.99999999999999,Short_Rains,False,False,True,Medium
Kiambu,2018-01-01,2018,1,35,49.8,22.5,59.6,65.0,71.0,80.0,150.13333333333333,21.366666666666664,74.03333333333333,Dry,True,False,False,Low
Kiambu,2018-02-01,2018,2,44,41.8,22.8,63.3,35.0,65.0,71.0,88.63333333333333,22.066666666666666,67.60000000000001,Dry,True,False,False,Low
Kiambu,2018-03-01,2018,3,75,196.8,22.1,78.3,44.0,35.0,65.0,96.13333333333333,22.46666666666667,67.06666666666666,Long_Rains,False,True,False,Medium
Kiambu,2018-04-01,2018,4,58,194.3,20.6,86.6,75.0,44.0,35.0,144.29999999999998,21.833333333333332,76.06666666666666,Long_Rains,False,True,False,Medium
Kiambu,2018-05-01,2018,5,80,254.5,20.1,94.5,58.0,75.0,44.0,215.20000000000002,20.933333333333337,86.46666666666665,Long_Rains,False,True,False,Medium
Kiambu,2018-06-01,2018,6,43,21.0,17.8,60.5,80.0,58.0,75.0,156.6,19.5,80.53333333333332,Dry,True,False,False,Low
Kiambu,2018-07-01,2018,7,35,38.9,16.6,58.6,43.0,80.0,58.0,104.8,18.166666666666668,71.2,Dry,True,False,False,Low
Kiambu,2018-08-01,2018,8,31,45.4,16.5,62.8,35.0,43.0,80.0,35.09999999999998,16.96666666666667,60.633333333333326,Dry,True,False,False,Low
Kiambu,2018-09-01,2018,9,30,24.1,19.9,55.0,31.0,35.0,43.0,36.13333333333332,17.666666666666668,58.79999999999999,Dry,True,False,False,Low
Kiambu,2018-10-01,2018,10,94,179.6,19.9,84.8,30.0,31.0,35.0,83.03333333333332,18.766666666666666,67.53333333333333,Short_Rains,False,False,True,High
Kiambu,2018-11-01,2018,11,76,119.2,19.9,71.4,94.0,30.0,31.0,107.63333333333331,19.9,70.39999999999999,Short_Rains,False,False,True,Medium
Kiambu,2018-12-01,2018,12,77,184.5,21.8,79.9,76.0,94.0,30.0,161.1,20.53333333333333,78.7,Short_Rains,False,False,True,Medium
Kiambu,2019-01-01,2019,1,25,17.1,23.4,64.7,77.0,76.0,94.0,106.93333333333332,21.7,72.0,Dry,True,False,False,Low
Kiambu,2019-02-01,2019,2,33,25.6,23.9,64.7,25.0,77.0,76.0,75.7333333333333,23.03333333333333,69.76666666666667,Dry,True,False,False,Low
Kiambu,2019-03-01,2019,3,101,194.8,22.7,85.9,33.0,25.0,77.0,79.16666666666664,23.333333333333332,71.76666666666667,Long_Rains,False,True,False,High
Kiambu,2019-04-01,2019,4,104,280.4,21.5,76.2,101.0,33.0,25.0,166.9333333333333,22.7,75.60000000000001,Long_Rains,False,True,False,High
Kiambu,2019-05-01,2019,5,86,228.2,20.3,89.4,104.0,101.0,33.0,234.4666666666666,21.5,83.83333333333333,Long_Rains,False,True,False,High
Kiambu,2019-06-01,2019,6,32,49.0,16.4,63.0,86.0,104.0,101.0,185.86666666666665,19.400000000000002,76.2,Dry,True,False,False,Low
Kiambu,2019-07-01,2019,7,27,54.2,17.3,61.1,32.0,86.0,104.0,110.46666666666664,18.0,71.16666666666667,Dry,True,False,False,Low
Kiambu,2019-08-01,2019,8,37,48.9,17.1,54.9,27.0,32.0,86.0,50.69999999999998,16.933333333333334,59.666666666666664,Dry,True,False,False,Low
