county,year,month,date,incidence_rate,rainfall_mm,temp_mean_c,humidity_pct,risk_level,season,cases_lag_1,cases_lag_2,cases_lag_3,rainfall_3m_avg,temp_3m_avg
Baringo,2013,9,2013-09,16.216181843160808,50,23,60,Low,Dry,16.216181843160808,16.216181843160808,16.216181843160808,50.0,23.0
Baringo,2013,10,2013-10,34.74896109248745,150,25,75,Low,Short_Rains,16.216181843160808,16.216181843160808,16.216181843160808,83.33333333333333,23.666666666666668
Baringo,2013,11,2013-11,34.74896109248745,150,25,75,Low,Short_Rains,34.74896109248745,16.216181843160808,16.216181843160808,116.66666666666667,24.333333333333332
Baringo,2013,12,2013-12,34.74896109248745,150,25,75,Low,Short_Rains,34.74896109248745,34.74896109248745,16.216181843160808,150.0,25.0
Baringo,2014,1,2014-01,18.09520266600739,50,23,60,Low,Dry,34.74896109248745,34.74896109248745,34.74896109248745,116.66666666666667,24.333333333333332
Baringo,2014,2,2014-02,18.09520266600739,50,23,60,Low,Dry,18.09520266600739,34.74896109248745,34.74896109248745,83.33333333333333,23.666666666666668
Baringo,2014,3,2014-03,46.530521141161856,180,24,80,Medium,Long_Rains,18.09520266600739,18.09520266600739,34.74896109248745,93.33333333333333,23.333333333333332
Baringo,2014,4,2014-04,46.530521141161856,180,24,80,Medium,Long_Rains,46.530521141161856,18.09520266600739,18.09520266600739,136.66666666666666,23.666666666666668
Baringo,2014,5,2014-05,46.530521141161856,180,24,80,Medium,Long_Rains,46.530521141161856,46.530521141161856,18.09520266600739,180.0,24.0
Baringo,2014,6,2014-06,18.09520266600739,50,23,60,Low,Dry,46.530521141161856,46.530521141161856,46.530521141161856,136.66666666666666,23.666666666666668
Baringo,2014,7,2014-07,18.09520266600739,50,23,60,Low,Dry,18.09520266600739,46.530521141161856,46.530521141161856,93.33333333333333,23.333333333333332
Baringo,2014,8,2014-08,18.09520266600739,50,23,60,Low,Dry,18.09520266600739,18.09520266600739,46.530521141161856,50.0,23.0
Baringo,2014,9,2014-09,18.09520266600739,50,23,60,Low,Dry,18.09520266600739,18.09520266600739,18.09520266600739,50.0,23.0
Baringo,2014,10,2014-10,38.77543428430155,150,25,75,Low,Short_Rains,18.09520266600739,18.09520266600739,18.09520266600739,83.33333333333333,23.666666666666668
Baringo,2014,11,2014-11,38.77543428430155,150,25,75,Low,Short_Rains,38.77543428430155,18.09520266600739,18.09520266600739,116.66666666666667,24.333333333333332
Baringo,2014,12,2014-12,38.77543428430155,150,25,75,Low,Short_Rains,38.77543428430155,38.77543428430155,18.09520266600739,150.0,25.0
Baringo,2015,1,2015-01,18.90044804426135,50,23,60,Low,Dry,38.77543428430155,38.77543428430155,38.77543428430155,116.66666666666667,24.333333333333332
Baringo,2015,2,2015-02,18.90044804426135,50,23,60,Low,Dry,18.90044804426135,38.77543428430155,38.77543428430155,83.33333333333333,23.666666666666668
Baringo,2015,3,2015-03,48.6011521138149,180,24,80,Medium,Long_Rains,18.90044804426135,18.90044804426135,38.77543428430155,93.33333333333333,23.333333333333332
Baringo,2015,4,2015-04,48.6011521138149,180,24,80,Medium,Long_Rains,48.6011521138149,18.90044804426135,18.90044804426135,136.66666666666666,23.666666666666668
Baringo,2015,5,2015-05,48.6011521138149,180,24,80,Medium,Long_Rains,48.6011521138149,48.6011521138149,18.90044804426135,180.0,24.0
Baringo,2015,6,2015-06,18.90044804426135,50,23,60,Low,Dry,48.6011521138149,48.6011521138149,48.6011521138149,136.66666666666666,23.666666666666668
Baringo,2015,7,2015-07,18.90044804426135,50,23,60,Low,Dry,18.90044804426135,48.6011521138149,48.6011521138149,93.33333333333333,23.333333333333332
Baringo,2015,8,2015-08,18.90044804426135,50,23,60,Low,Dry,18.90044804426135,18.90044804426135,48.6011521138149,50.0,23.0
Baringo,2015,9,2015-09,18.90044804426135,50,23,60,Low,Dry,18.90044804426135,18.90044804426135,18.90044804426135,50.0,23.0
Baringo,2015,10,2015-10,40.50096009484575,150,25,75,Medium,Short_Rains,18.90044804426135,18.90044804426135,18.90044804426135,83.33333333333333,23.666666666666668
Baringo,2015,11,2015-11,40.50096009484575,150,25,75,Medium,Short_Rains,40.50096009484575,18.90044804426135,18.90044804426135,116.66666666666667,24.333333333333332
Baringo,2015,12,2015-12,40.50096009484575,150,25,75,Medium,Short_Rains,40.50096009484575,40.50096009484575,18.90044804426135,150.0,25.0
Baringo,2016,1,2016-01,19.51251832063765,50,23,60,Low,Dry,40.50096009484575,40.50096009484575,40.50096009484575,116.66666666666667,24.333333333333332
Baringo,2016,2,2016-02,19.51251832063765,50,23,60,Low,Dry,19.51251832063765,40.50096009484575,40.50096009484575,83.33333333333333,23.666666666666668
Baringo,2016,3,2016-03,50.1750471102111,180,24,80,Medium,Long_Rains,19.51251832063765,19.51251832063765,40.50096009484575,93.33333333333333,23.333333333333332
Baringo,2016,4,2016-04,50.1750471102111,180,24,80,Medium,Long_Rains,50.1750471102111,19.51251832063765,19.51251832063765,136.66666666666666,23.666666666666668
Baringo,2016,5,2016-05,50.1750471102111,180,24,80,Medium,Long_Rains,50.1750471102111,50.1750471102111,19.51251832063765,180.0,24.0
Baringo,2016,6,2016-06,19.51251832063765,50,23,60,Low,Dry,50.1750471102111,50.1750471102111,50.1750471102111,136.66666666666666,23.666666666666668
Baringo,2016,7,2016-07,19.51251832063765,50,23,60,Low,Dry,19.51251832063765,50.1750471102111,50.1750471102111,93.33333333333333,23.333333333333332
Baringo,2016,8,2016-08,19.51251832063765,50,23,60,Low,Dry,19.51251832063765,19.51251832063765,50.1750471102111,50.0,23.0
Baringo,2016,9,2016-09,19.51251832063765,50,23,60,Low,Dry,19.51251832063765,19.51251832063765,19.51251832063765,50.0,23.0
Baringo,2016,10,2016-10,41.812539258509254,150,25,75,Medium,Short_Rains,19.51251832063765,19.51251832063765,19.51251832063765,83.33333333333333,23.666666666666668
Baringo,2016,11,2016-11,41.812539258509254,150,25,75,Medium,Short_Rains,41.812539258509254,19.51251832063765,19.51251832063765,116.66666666666667,24.333333333333332
Baringo,2016,12,2016-12,41.812539258509254,150,25,75,Medium,Short_Rains,41.812539258509254,41.812539258509254,19.51251832063765,150.0,25.0
Baringo,2017,1,2017-01,22.60350345483895,50,23,60,Low,Dry,41.812539258509254,41.812539258509254,41.812539258509254,116.66666666666667,24.333333333333332
Baringo,2017,2,2017-02,22.60350345483895,50,23,60,Low,Dry,22.60350345483895,41.812539258509254,41.812539258509254,83.33333333333333,23.666666666666668
Baringo,2017,3,2017-03,58.1232945981573,180,24,80,Medium,Long_Rains,22.60350345483895,22.60350345483895,41.812539258509254,93.33333333333333,23.333333333333332
Baringo,2017,4,2017-04,58.1232945981573,180,24,80,Medium,Long_Rains,58.1232945981573,22.60350345483895,22.60350345483895,136.66666666666666,23.666666666666668
Baringo,2017,5,2017-05,58.1232945981573,180,24,80,Medium,Long_Rains,58.1232945981573,58.1232945981573,22.60350345483895,180.0,24.0
Baringo,2017,6,2017-06,22.60350345483895,50,23,60,Low,Dry,58.1232945981573,58.1232945981573,58.1232945981573,136.66666666666666,23.666666666666668
Baringo,2017,7,2017-07,22.60350345483895,50,23,60,Low,Dry,22.60350345483895,58.1232945981573,58.1232945981573,93.33333333333333,23.333333333333332
Baringo,2017,8,2017-08,22.60350345483895,50,23,60,Low,Dry,22.60350345483895,22.60350345483895,58.1232945981573,50.0,23.0
Baringo,2017,9,2017-09,22.60350345483895,50,23,60,Low,Dry,22.60350345483895,22.60350345483895,22.60350345483895,50.0,23.0
Baringo,2017,10,2017-10,48.43607883179775,150,25,75,Medium,Short_Rains,22.60350345483895,22.60350345483895,22.60350345483895,83.33333333333333,23.666666666666668
Baringo,2017,11,2017-11,48.43607883179775,150,25,75,Medium,Short_Rains,48.43607883179775,22.60350345483895,22.60350345483895,116.66666666666667,24.333333333333332
Baringo,2017,12,2017-12,48.43607883179775,150,25,75,Medium,Short_Rains,48.43607883179775,48.43607883179775,22.60350345483895,150.0,25.0
Baringo,2018,1,2018-01,27.81158727591615,50,23,60,Low,Dry,48.43607883179775,48.43607883179775,48.43607883179775,116.66666666666667,24.333333333333332
Baringo,2018,2,2018-02,27.81158727591615,50,23,60,Low,Dry,27.81158727591615,48.43607883179775,48.43607883179775,83.33333333333333,23.666666666666668
Baringo,2018,3,2018-03,71.5155101380701,180,24,80,High,Long_Rains,27.81158727591615,27.81158727591615,48.43607883179775,93.33333333333333,23.333333333333332
Baringo,2018,4,2018-04,71.5155101380701,180,24,80,High,Long_Rains,71.5155101380701,27.81158727591615,27.81158727591615,136.66666666666666,23.666666666666668
Baringo,2018,5,2018-05,71.5155101380701,180,24,80,High,Long_Rains,71.5155101380701,71.5155101380701,27.81158727591615,180.0,24.0
Baringo,2018,6,2018-06,27.81158727591615,50,23,60,Low,Dry,71.5155101380701,71.5155101380701,71.5155101380701,136.66666666666666,23.666666666666668
Baringo,2018,7,2018-07,27.81158727591615,50,23,60,Low,Dry,27.81158727591615,71.5155101380701,71.5155101380701,93.33333333333333,23.333333333333332
Baringo,2018,8,2018-08,27.81158727591615,50,23,60,Low,Dry,27.81158727591615,27.81158727591615,71.5155101380701,50.0,23.0
Baringo,2018,9,2018-09,27.81158727591615,50,23,60,Low,Dry,27.81158727591615,27.81158727591615,27.81158727591615,50.0,23.0
Baringo,2018,10,2018-10,59.59625844839175,150,25,75,Medium,Short_Rains,27.81158727591615,27.81158727591615,27.81158727591615,83.33333333333333,23.666666666666668
Baringo,2018,11,2018-11,59.59625844839175,150,25,75,Medium,Short_Rains,59.59625844839175,27.81158727591615,27.81158727591615,116.66666666666667,24.333333333333332
Baringo,2018,12,2018-12,59.59625844839175,150,25,75,Medium,Short_Rains,59.59625844839175,59.59625844839175,27.81158727591615,150.0,25.0
Baringo,2019,1,2019-01,32.99363661912689,50,23,60,Low,Dry,59.59625844839175,59.59625844839175,59.59625844839175,116.66666666666667,24.333333333333332
Baringo,2019,2,2019-02,32.99363661912689,50,23,60,Low,Dry,32.99363661912689,59.59625844839175,59.59625844839175,83.33333333333333,23.666666666666668
Baringo,2019,3,2019-03,84.84077987775487,180,24,80,High,Long_Rains,32.99363661912689,32.99363661912689,59.59625844839175,93.33333333333333,23.333333333333332
Baringo,2019,4,2019-04,84.84077987775487,180,24,80,High,Long_Rains,84.84077987775487,32.99363661912689,32.99363661912689,136.66666666666666,23.666666666666668
Baringo,2019,5,2019-05,84.84077987775487,180,24,80,High,Long_Rains,84.84077987775487,84.84077987775487,32.99363661912689,180.0,24.0
Baringo,2019,6,2019-06,32.99363661912689,50,23,60,Low,Dry,84.84077987775487,84.84077987775487,84.84077987775487,136.66666666666666,23.666666666666668
Baringo,2019,7,2019-07,32.99363661912689,50,23,60,Low,Dry,32.99363661912689,84.84077987775487,84.84077987775487,93.33333333333333,23.333333333333332
Baringo,2019,8,2019-08,32.99363661912689,50,23,60,Low,Dry,32.99363661912689,32.99363661912689,84.84077987775487,50.0,23.0
Baringo,2019,9,2019-09,32.99363661912689,50,23,60,Low,Dry,32.99363661912689,32.99363661912689,32.99363661912689,50.0,23.0
Baringo,2019,10,2019-10,70.70064989812906,150,25,75,High,Short_Rains,32.99363661912689,32.99363661912689,32.99363661912689,83.33333333333333,23.666666666666668
Baringo,2019,11,2019-11,70.70064989812906,150,25,75,High,Short_Rains,70.70064989812906,32.99363661912689,32.99363661912689,116.66666666666667,24.333333333333332
Baringo,2019,12,2019-12,70.70064989812906,150,25,75,High,Short_Rains,70.70064989812906,70.70064989812906,32.99363661912689,150.0,25.0
Baringo,2020,1,2020-01,40.390022777896746,50,23,60,Medium,Dry,70.70064989812906,70.70064989812906,70.70064989812906,116.66666666666667,24.333333333333332
Baringo,2020,2,2020-02,40.390022777896746,50,23,60,Medium,Dry,40.390022777896746,70.70064989812906,70.70064989812906,83.33333333333333,23.666666666666668
Baringo,2020,3,2020-03,103.8600585717345,180,24,80,High,Long_Rains,40.390022777896746,40.390022777896746,70.70064989812906,93.33333333333333,23.333333333333332
Baringo,2020,4,2020-04,103.8600585717345,180,24,80,High,Long_Rains,103.8600585717345,40.390022777896746,40.390022777896746,136.66666666666666,23.666666666666668
Baringo,2020,5,2020-05,103.8600585717345,180,24,80,High,Long_Rains,103.8600585717345,103.8600585717345,40.390022777896746,180.0,24.0
Baringo,2020,6,2020-06,40.390022777896746,50,23,60,Medium,Dry,103.8600585717345,103.8600585717345,103.8600585717345,136.66666666666666,23.666666666666668
Baringo,2020,7,2020-07,40.390022777896746,50,23,60,Medium,Dry,40.390022777896746,103.8600585717345,103.8600585717345,93.33333333333333,23.333333333333332
Baringo,2020,8,2020-08,40.390022777896746,50,23,60,Medium,Dry,40.390022777896746,40.390022777896746,103.8600585717345,50.0,23.0
Baringo,2020,9,2020-09,40.390022777896746,50,23,60,Medium,Dry,40.390022777896746,40.390022777896746,40.390022777896746,50.0,23.0
Baringo,2020,10,2020-10,86.55004880977876,150,25,75,High,Short_Rains,40.390022777896746,40.390022777896746,40.390022777896746,83.33333333333333,23.666666666666668
Baringo,2020,11,2020-11,86.55004880977876,150,25,75,High,Short_Rains,86.55004880977876,40.390022777896746,40.390022777896746,116.66666666666667,24.333333333333332
Baringo,2020,12,2020-12,86.55004880977876,150,25,75,High,Short_Rains,86.55004880977876,86.55004880977876,40.390022777896746,150.0,25.0
Baringo,2021,1,2021-01,46.20794820930127,50,23,60,Medium,Dry,86.55004880977876,86.55004880977876,86.55004880977876,116.66666666666667,24.333333333333332
Baringo,2021,2,2021-02,46.20794820930127,50,23,60,Medium,Dry,46.20794820930127,86.55004880977876,86.55004880977876,83.33333333333333,23.666666666666668
Baringo,2021,3,2021-03,118.82043825248898,180,24,80,High,Long_Rains,46.20794820930127,46.20794820930127,86.55004880977876,93.33333333333333,23.333333333333332
Baringo,2021,4,2021-04,118.82043825248898,180,24,80,High,Long_Rains,118.82043825248898,46.20794820930127,46.20794820930127,136.66666666666666,23.666666666666668
Baringo,2021,5,2021-05,118.82043825248898,180,24,80,High,Long_Rains,118.82043825248898,118.82043825248898,46.20794820930127,180.0,24.0
Baringo,2021,6,2021-06,46.20794820930127,50,23,60,Medium,Dry,118.82043825248898,118.82043825248898,118.82043825248898,136.66666666666666,23.666666666666668
Baringo,2021,7,2021-07,46.20794820930127,50,23,60,Medium,Dry,46.20794820930127,118.82043825248898,118.82043825248898,93.33333333333333,23.333333333333332
Baringo,2021,8,2021-08,46.20794820930127,50,23,60,Medium,Dry,46.20794820930127,46.20794820930127,118.82043825248898,50.0,23.0
Baringo,2021,9,2021-09,46.20794820930127,50,23,60,Medium,Dry,46.20794820930127,46.20794820930127,46.20794820930127,50.0,23.0
Baringo,2021,10,2021-10,99.01703187707415,150,25,75,High,Short_Rains,46.20794820930127,46.20794820930127,46.20794820930127,83.33333333333333,23.666666666666668
Baringo,2021,11,2021-11,99.01703187707415,150,25,75,High,Short_Rains,99.01703187707415,46.20794820930127,46.20794820930127,116.66666666666667,24.333333333333332
Baringo,2021,12,2021-12,99.01703187707415,150,25,75,High,Short_Rains,99.01703187707415,99.01703187707415,46.20794820930127,150.0,25.0
Baringo,2022,1,2022-01,49.67249057528163,50,23,60,Medium,Dry,99.01703187707415,99.01703187707415,99.01703187707415,116.66666666666667,24.333333333333332
Baringo,2022,2,2022-02,49.67249057528163,50,23,60,Medium,Dry,49.67249057528163,99.01703187707415,99.01703187707415,83.33333333333333,23.666666666666668
Baringo,2022,3,2022-03,127.72926147929562,180,24,80,High,Long_Rains,49.67249057528163,49.67249057528163,99.01703187707415,93.33333333333333,23.333333333333332
Baringo,2022,4,2022-04,127.72926147929562,180,24,80,High,Long_Rains,127.72926147929562,49.67249057528163,49.67249057528163,136.66666666666666,23.666666666666668
Baringo,2022,5,2022-05,127.72926147929562,180,24,80,High,Long_Rains,127.72926147929562,127.72926147929562,49.67249057528163,180.0,24.0
Baringo,2022,6,2022-06,49.67249057528163,50,23,60,Medium,Dry,127.72926147929562,127.72926147929562,127.72926147929562,136.66666666666666,23.666666666666668
Baringo,2022,7,2022-07,49.67249057528163,50,23,60,Medium,Dry,49.67249057528163,127.72926147929562,127.72926147929562,93.33333333333333,23.333333333333332
Baringo,2022,8,2022-08,49.67249057528163,50,23,60,Medium,Dry,49.67249057528163,49.67249057528163,127.72926147929562,50.0,23.0
Baringo,2022,9,2022-09,49.67249057528163,50,23,60,Medium,Dry,49.67249057528163,49.67249057528163,49.67249057528163,50.0,23.0
Baringo,2022,10,2022-10,106.44105123274635,150,25,75,High,Short_Rains,49.67249057528163,49.67249057528163,49.67249057528163,83.33333333333333,23.666666666666668
Baringo,2022,11,2022-11,106.44105123274635,150,25,75,High,Short_Rains,106.44105123274635,49.67249057528163,49.67249057528163,116.66666666666667,24.333333333333332
Baringo,2022,12,2022-12,106.44105123274635,150,25,75,High,Short_Rains,106.44105123274635,106.44105123274635,49.67249057528163,150.0,25.0
Bomet,2010,4,2010-04,29.300555873510998,180,24,80,Low,Long_Rains,29.300555873510998,11.394660617476498,11.394660617476498,136.66666666666666,23.666666666666668
Bomet,2010,5,2010-05,29.300555873510998,180,24,80,Low,Long_Rains,29.300555873510998,29.300555873510998,11.394660617476498,180.0,24.0
Bomet,2010,6,2010-06,11.394660617476498,50,23,60,Low,Dry,29.300555873510998,29.300555873510998,29.300555873510998,136.66666666666666,23.666666666666668
Bomet,2010,7,2010-07,11.394660617476498,50,23,60,Low,Dry,11.394660617476498,29.300555873510998,29.300555873510998,93.33333333333333,23.333333333333332
Bomet,2010,8,2010-08,11.394660617476498,50,23,60,Low,Dry,11.394660617476498,11.394660617476498,29.300555873510998,50.0,23.0
Bomet,2010,9,2010-09,11.394660617476498,50,23,60,Low,Dry,11.394660617476498,11.394660617476498,11.394660617476498,50.0,23.0
Bomet,2010,10,2010-10,24.4171298945925,150,25,75,Low,Short_Rains,11.394660617476498,11.394660617476498,11.394660617476498,83.33333333333333,23.666666666666668
Bomet,2010,11,2010-11,24.4171298945925,150,25,75,Low,Short_Rains,24.4171298945925,11.394660617476498,11.394660617476498,116.66666666666667,24.333333333333332
Bomet,2010,12,2010-12,24.4171298945925,150,25,75,Low,Short_Rains,24.4171298945925,24.4171298945925,11.394660617476498,150.0,25.0
Bomet,2011,1,2011-01,11.729728151935358,50,23,60,Low,Dry,24.4171298945925,24.4171298945925,24.4171298945925,116.66666666666667,24.333333333333332
Bomet,2011,2,2011-02,11.729728151935358,50,23,60,Low,Dry,11.729728151935358,24.4171298945925,24.4171298945925,83.33333333333333,23.666666666666668
Bomet,2011,3,2011-03,30.16215810497664,180,24,80,Low,Long_Rains,11.729728151935358,11.729728151935358,24.4171298945925,93.33333333333333,23.333333333333332
Bomet,2011,4,2011-04,30.16215810497664,180,24,80,Low,Long_Rains,30.16215810497664,11.729728151935358,11.729728151935358,136.66666666666666,23.666666666666668
Bomet,2011,5,2011-05,30.16215810497664,180,24,80,Low,Long_Rains,30.16215810497664,30.16215810497664,11.729728151935358,180.0,24.0
Bomet,2011,6,2011-06,11.729728151935358,50,23,60,Low,Dry,30.16215810497664,30.16215810497664,30.16215810497664,136.66666666666666,23.666666666666668
Bomet,2011,7,2011-07,11.729728151935358,50,23,60,Low,Dry,11.729728151935358,30.16215810497664,30.16215810497664,93.33333333333333,23.333333333333332
Bomet,2011,8,2011-08,11.729728151935358,50,23,60,Low,Dry,11.729728151935358,11.729728151935358,30.16215810497664,50.0,23.0
Bomet,2011,9,2011-09,11.729728151935358,50,23,60,Low,Dry,11.729728151935358,11.729728151935358,11.729728151935358,50.0,23.0
Bomet,2011,10,2011-10,25.1351317541472,150,25,75,Low,Short_Rains,11.729728151935358,11.729728151935358,11.729728151935358,83.33333333333333,23.666666666666668
Bomet,2011,11,2011-11,25.1351317541472,150,25,75,Low,Short_Rains,25.1351317541472,11.729728151935358,11.729728151935358,116.66666666666667,24.333333333333332
Bomet,2011,12,2011-12,25.1351317541472,150,25,75,Low,Short_Rains,25.1351317541472,25.1351317541472,11.729728151935358,150.0,25.0
Bomet,2012,1,2012-01,9.947418743615989,50,23,60,Low,Dry,25.1351317541472,25.1351317541472,25.1351317541472,116.66666666666667,24.333333333333332
Bomet,2012,2,2012-02,9.947418743615989,50,23,60,Low,Dry,9.947418743615989,25.1351317541472,25.1351317541472,83.33333333333333,23.666666666666668
Bomet,2012,3,2012-03,25.57907676929826,180,24,80,Low,Long_Rains,9.947418743615989,9.947418743615989,25.1351317541472,93.33333333333333,23.333333333333332
Bomet,2012,4,2012-04,25.57907676929826,180,24,80,Low,Long_Rains,25.57907676929826,9.947418743615989,9.947418743615989,136.66666666666666,23.666666666666668
Bomet,2012,5,2012-05,25.57907676929826,180,24,80,Low,Long_Rains,25.57907676929826,25.57907676929826,9.947418743615989,180.0,24.0
Bomet,2012,6,2012-06,9.947418743615989,50,23,60,Low,Dry,25.57907676929826,25.57907676929826,25.57907676929826,136.66666666666666,23.666666666666668
Bomet,2012,7,2012-07,9.947418743615989,50,23,60,Low,Dry,9.947418743615989,25.57907676929826,25.57907676929826,93.33333333333333,23.333333333333332
Bomet,2012,8,2012-08,9.947418743615989,50,23,60,Low,Dry,9.947418743615989,9.947418743615989,25.57907676929826,50.0,23.0
Bomet,2012,9,2012-09,9.947418743615989,50,23,60,Low,Dry,9.947418743615989,9.947418743615989,9.947418743615989,50.0,23.0
Bomet,2012,10,2012-10,21.31589730774855,150,25,75,Low,Short_Rains,9.947418743615989,9.947418743615989,9.947418743615989,83.33333333333333,23.666666666666668
